tangram,gameId,trialNum,repNum,partial,partial_length,kl
L,GWCD2NGoiA2n5Wh2i,2,0,"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees",24,0.004638571046312188
L,GWCD2NGoiA2n5Wh2i,2,0,"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to",25,0.0011520454673173124
L,GWCD2NGoiA2n5Wh2i,2,0,"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the",26,0.004557136841316048
L,GWCD2NGoiA2n5Wh2i,2,0,"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right,",27,0.03338606855815007
L,GWCD2NGoiA2n5Wh2i,2,0,"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal",28,0.017525948517091994
L,GWCD2NGoiA2n5Wh2i,2,0,"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head",29,0.010137332063492238
L,GWCD2NGoiA2n5Wh2i,2,0,"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah",30,0.0012726369012203385
L,GWCD2NGoiA2n5Wh2i,2,0,"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely,",31,0.004783530595115715
L,GWCD2NGoiA2n5Wh2i,2,0,"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book",32,0.004096844882673031
L,GWCD2NGoiA2n5Wh2i,2,0,"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks",33,0.006610195477585727
L,GWCD2NGoiA2n5Wh2i,2,0,"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more",34,0.008549318309866993
L,GWCD2NGoiA2n5Wh2i,2,0,"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular",35,0.26482890921551894
L,GWCD2NGoiA2n5Wh2i,2,0,"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back",36,0.004206322182336946
L,GWCD2NGoiA2n5Wh2i,2,0,"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is",37,0.001720703710587731
L,GWCD2NGoiA2n5Wh2i,2,0,"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat",38,0.003669247618815543
L,GWCD2NGoiA2n5Wh2i,2,0,"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat mostly,",39,0.007291613026626149
L,GWCD2NGoiA2n5Wh2i,2,0,"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat mostly, upright",40,0.0027891114020695412
J,GWCD2NGoiA2n5Wh2i,3,0,"okay,",1,0.5733303451879126
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so",2,0.2245052360430301
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this",3,0.07229531722070703
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one",4,0.33023771382461325
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has",5,0.018513210555970296
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a",6,0.0876661378740594
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body",7,0.20978368474772577
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that",8,0.05873226400081284
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is",9,0.018396902176003455
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped",10,0.13012664367529944
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost",11,0.014445287303590133
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like",12,0.18267009198175332
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a",13,0.4098596380365
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state",14,0.6371852188848075
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like",15,0.048264196128808355
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota",16,0.14001571907344218
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but",17,0.0239784422955832
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a",18,0.05702829971086824
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond",19,0.056674617244368404
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head",20,0.07888196651978308
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on",21,0.014267434742453736
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top",22,0.01060061025628014
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the",23,0.004043047478239497
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body",24,0.03204377555999879
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is",25,0.007049161169777476
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort",26,0.008200803022781799
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort of",27,0.014852983202531646
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort of one",28,0.0037063871850082216
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort of one shape,",29,0.0569916948235929
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort of one shape, feet",30,0.021350052295998435
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort of one shape, feet pointing",31,0.028146205233515922
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort of one shape, feet pointing to",32,0.0027888328554270068
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort of one shape, feet pointing to right",33,0.0037370449994624556
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort of one shape, feet pointing to right also",34,0.006052669093062051
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort of one shape, feet pointing to right also has",35,0.015072132652344805
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort of one shape, feet pointing to right also has a",36,6.214660440485428e-4
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort of one shape, feet pointing to right also has a little",37,0.02299300683429804
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort of one shape, feet pointing to right also has a little triangle",38,0.010392637616604404
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort of one shape, feet pointing to right also has a little triangle pointing",39,4.1475339168769564e-4
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort of one shape, feet pointing to right also has a little triangle pointing to",40,8.521900450649622e-4
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort of one shape, feet pointing to right also has a little triangle pointing to the",41,4.789847827496919e-4
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort of one shape, feet pointing to right also has a little triangle pointing to the right",42,6.250385187140715e-4
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort of one shape, feet pointing to right also has a little triangle pointing to the right at",43,0.0027690048896258732
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort of one shape, feet pointing to right also has a little triangle pointing to the right at the",44,9.824704395506693e-4
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort of one shape, feet pointing to right also has a little triangle pointing to the right at the top,",45,0.00405176099315485
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort of one shape, feet pointing to right also has a little triangle pointing to the right at the top, the",46,0.0037114903050041656
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort of one shape, feet pointing to right also has a little triangle pointing to the right at the top, the shoulder",47,0.008576537901101402
J,GWCD2NGoiA2n5Wh2i,3,0,"okay, so this one has a body that is shaped almost like a state like minnesota but a diamond head on top the body is sort of one shape, feet pointing to right also has a little triangle pointing to the right at the top, the shoulder area",48,0.0074694175745168775
F,GWCD2NGoiA2n5Wh2i,4,0,anyway,1,0.2241795886304297
F,GWCD2NGoiA2n5Wh2i,4,0,anyway this,2,0.038411853186351826
F,GWCD2NGoiA2n5Wh2i,4,0,anyway this guy,3,0.15550089751579813
F,GWCD2NGoiA2n5Wh2i,4,0,anyway this guy looks,4,0.10464351562735004
F,GWCD2NGoiA2n5Wh2i,4,0,anyway this guy looks like,5,0.1559227799335243
F,GWCD2NGoiA2n5Wh2i,4,0,anyway this guy looks like they're,6,0.0607068410734337
F,GWCD2NGoiA2n5Wh2i,4,0,"anyway this guy looks like they're sitting,",7,6.29531194733968
F,GWCD2NGoiA2n5Wh2i,4,0,"anyway this guy looks like they're sitting, legs",8,0.02448526352800048
F,GWCD2NGoiA2n5Wh2i,4,0,"anyway this guy looks like they're sitting, legs to",9,0.0037943698141854193
F,GWCD2NGoiA2n5Wh2i,4,0,"anyway this guy looks like they're sitting, legs to the",10,0.27146111068472345
F,GWCD2NGoiA2n5Wh2i,4,0,"anyway this guy looks like they're sitting, legs to the left",11,0.5426378697405541
I,GWCD2NGoiA2n5Wh2i,5,0,this,1,1.1140989040057248
I,GWCD2NGoiA2n5Wh2i,5,0,this guy,2,0.2732022992702035
I,GWCD2NGoiA2n5Wh2i,5,0,this guy looks,3,0.049141507332971304
I,GWCD2NGoiA2n5Wh2i,5,0,this guy looks like,4,0.0341027015618182
I,GWCD2NGoiA2n5Wh2i,5,0,this guy looks like he's,5,0.11166038558339893
I,GWCD2NGoiA2n5Wh2i,5,0,this guy looks like he's doing,6,0.13575002016911925
I,GWCD2NGoiA2n5Wh2i,5,0,this guy looks like he's doing a,7,0.12990809749235327
I,GWCD2NGoiA2n5Wh2i,5,0,this guy looks like he's doing a high,8,0.4304202083089725
I,GWCD2NGoiA2n5Wh2i,5,0,this guy looks like he's doing a high kick,9,1.7929837928585375
I,GWCD2NGoiA2n5Wh2i,5,0,this guy looks like he's doing a high kick to,10,0.007228970148192879
I,GWCD2NGoiA2n5Wh2i,5,0,this guy looks like he's doing a high kick to the,11,0.09223948083491929
I,GWCD2NGoiA2n5Wh2i,5,0,this guy looks like he's doing a high kick to the right,12,0.10827773510192258
I,GWCD2NGoiA2n5Wh2i,5,0,this guy looks like he's doing a high kick to the right body,13,0.022177897626659036
I,GWCD2NGoiA2n5Wh2i,5,0,this guy looks like he's doing a high kick to the right body leaning,14,0.044346136125370104
I,GWCD2NGoiA2n5Wh2i,5,0,this guy looks like he's doing a high kick to the right body leaning to,15,0.07248344750252783
I,GWCD2NGoiA2n5Wh2i,5,0,this guy looks like he's doing a high kick to the right body leaning to the,16,0.030928521826458406
I,GWCD2NGoiA2n5Wh2i,5,0,this guy looks like he's doing a high kick to the right body leaning to the left,17,0.030998293474088032
I,GWCD2NGoiA2n5Wh2i,5,0,this guy looks like he's doing a high kick to the right body leaning to the left weird,18,0.011515287862406774
I,GWCD2NGoiA2n5Wh2i,5,0,this guy looks like he's doing a high kick to the right body leaning to the left weird double,19,0.018287225215785602
I,GWCD2NGoiA2n5Wh2i,5,0,this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle,20,0.5634078643036591
I,GWCD2NGoiA2n5Wh2i,5,0,this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body,21,0.002908708099831779
I,GWCD2NGoiA2n5Wh2i,5,0,this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha,22,0.06909789315165009
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like,",23,0.05704775781121371
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing",24,0.02565364185807886
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on",25,0.010145876909484416
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one",26,0.029959938587035738
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg,",27,0.013635150453468243
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with",28,0.009694233990806373
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another",29,0.035578326398168464
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg",30,0.002987111240166488
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched",31,0.10900465866795642
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to",32,0.008373295008615925
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the",33,0.005228671343737936
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right",34,0.01671606357515862
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i",35,0.10444299656438766
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't",36,0.057514623976104275
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call",37,0.0024049996692146695
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what",38,0.001581724775924733
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's",39,0.006619712632008052
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing",40,0.011807080413726327
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a",41,0.006154034441716435
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe",42,0.347391796609834
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe yeah",43,0.015853747239308616
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe yeah ice",44,0.11864247857377894
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe yeah ice skater",45,0.20010655579187903
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe yeah ice skater is",46,6.075346310419193e-4
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe yeah ice skater is a",47,8.832704651596324e-4
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe yeah ice skater is a good",48,0.010413104682241884
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe yeah ice skater is a good description!",49,0.045992608462025714
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe yeah ice skater is a good description! yup",50,0.001257368262055413
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe yeah ice skater is a good description! yup yup",51,5.505737362469182e-4
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe yeah ice skater is a good description! yup yup two",52,8.493782738750845e-4
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe yeah ice skater is a good description! yup yup two pointy",53,0.010154340189149942
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe yeah ice skater is a good description! yup yup two pointy triangles",54,0.010473277616967414
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe yeah ice skater is a good description! yup yup two pointy triangles facing",55,0.07855856179783105
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe yeah ice skater is a good description! yup yup two pointy triangles facing left,",56,0.0042383660068165616
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe yeah ice skater is a good description! yup yup two pointy triangles facing left, with",57,0.006910520506279575
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe yeah ice skater is a good description! yup yup two pointy triangles facing left, with a",58,3.17520377437176e-4
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe yeah ice skater is a good description! yup yup two pointy triangles facing left, with a head,",59,0.008532798102479835
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe yeah ice skater is a good description! yup yup two pointy triangles facing left, with a head, one",60,0.002035946556451878
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe yeah ice skater is a good description! yup yup two pointy triangles facing left, with a head, one leg",61,0.0012134521740835812
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe yeah ice skater is a good description! yup yup two pointy triangles facing left, with a head, one leg down",62,0.001875429195737522
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe yeah ice skater is a good description! yup yup two pointy triangles facing left, with a head, one leg down and",63,0.0033576650581324577
I,GWCD2NGoiA2n5Wh2i,5,0,"this guy looks like he's doing a high kick to the right body leaning to the left weird double triangle body haha like, standing on one leg, with another leg outstretched to the right i wouldn't call what he's wearing a robe yeah ice skater is a good description! yup yup two pointy triangles facing left, with a head, one leg down and one",64,0.04672015397119034
E,GWCD2NGoiA2n5Wh2i,6,0,this,1,1.114098590907269
E,GWCD2NGoiA2n5Wh2i,6,0,this looks,2,0.6879775277183
E,GWCD2NGoiA2n5Wh2i,6,0,this looks like,3,0.28812476360530026
E,GWCD2NGoiA2n5Wh2i,6,0,this looks like a,4,0.36152889655924525
E,GWCD2NGoiA2n5Wh2i,6,0,this looks like a person,5,2.767980472539108
E,GWCD2NGoiA2n5Wh2i,6,0,this looks like a person who,6,0.026919861529979727
E,GWCD2NGoiA2n5Wh2i,6,0,this looks like a person who is,7,0.054261900482091986
E,GWCD2NGoiA2n5Wh2i,6,0,this looks like a person who is wearing,8,0.19612135950341833
E,GWCD2NGoiA2n5Wh2i,6,0,this looks like a person who is wearing a,9,0.3777956863407721
E,GWCD2NGoiA2n5Wh2i,6,0,this looks like a person who is wearing a big,10,0.21695611140891802
E,GWCD2NGoiA2n5Wh2i,6,0,this looks like a person who is wearing a big ole,11,0.06402326906548393
E,GWCD2NGoiA2n5Wh2i,6,0,this looks like a person who is wearing a big ole bow,12,1.1895190077622182
E,GWCD2NGoiA2n5Wh2i,6,0,this looks like a person who is wearing a big ole bow on,13,0.027112662335151742
E,GWCD2NGoiA2n5Wh2i,6,0,this looks like a person who is wearing a big ole bow on their,14,0.012093513626637372
E,GWCD2NGoiA2n5Wh2i,6,0,this looks like a person who is wearing a big ole bow on their head,15,0.2124837940606817
E,GWCD2NGoiA2n5Wh2i,6,0,this looks like a person who is wearing a big ole bow on their head (or,16,0.01571179978766796
E,GWCD2NGoiA2n5Wh2i,6,0,this looks like a person who is wearing a big ole bow on their head (or like,17,0.012680426029374697
E,GWCD2NGoiA2n5Wh2i,6,0,this looks like a person who is wearing a big ole bow on their head (or like rabbit,18,0.28242082928401946
E,GWCD2NGoiA2n5Wh2i,6,0,"this looks like a person who is wearing a big ole bow on their head (or like rabbit ears),",19,0.07677266689834053
E,GWCD2NGoiA2n5Wh2i,6,0,"this looks like a person who is wearing a big ole bow on their head (or like rabbit ears), facing",20,0.014680818957189415
E,GWCD2NGoiA2n5Wh2i,6,0,"this looks like a person who is wearing a big ole bow on their head (or like rabbit ears), facing the",21,0.021788862199215
E,GWCD2NGoiA2n5Wh2i,6,0,"this looks like a person who is wearing a big ole bow on their head (or like rabbit ears), facing the right",22,0.06311489996407955
E,GWCD2NGoiA2n5Wh2i,6,0,"this looks like a person who is wearing a big ole bow on their head (or like rabbit ears), facing the right also",23,0.06605771696342691
E,GWCD2NGoiA2n5Wh2i,6,0,"this looks like a person who is wearing a big ole bow on their head (or like rabbit ears), facing the right also appear",24,0.02960582873636565
E,GWCD2NGoiA2n5Wh2i,6,0,"this looks like a person who is wearing a big ole bow on their head (or like rabbit ears), facing the right also appear to",25,0.00720082709151789
E,GWCD2NGoiA2n5Wh2i,6,0,"this looks like a person who is wearing a big ole bow on their head (or like rabbit ears), facing the right also appear to be",26,0.0011837492881110587
E,GWCD2NGoiA2n5Wh2i,6,0,"this looks like a person who is wearing a big ole bow on their head (or like rabbit ears), facing the right also appear to be sitting",27,0.7690023251145124
C,GWCD2NGoiA2n5Wh2i,7,0,this,1,1.114098590907269
C,GWCD2NGoiA2n5Wh2i,7,0,this looks,2,0.6879775277183
C,GWCD2NGoiA2n5Wh2i,7,0,this looks like,3,0.28812476360530026
C,GWCD2NGoiA2n5Wh2i,7,0,this looks like a,4,0.36152889655924525
C,GWCD2NGoiA2n5Wh2i,7,0,this looks like a guy,5,1.957117682998638
C,GWCD2NGoiA2n5Wh2i,7,0,this looks like a guy wearing,6,1.0820998464574636
C,GWCD2NGoiA2n5Wh2i,7,0,this looks like a guy wearing a,7,0.1079395551457665
C,GWCD2NGoiA2n5Wh2i,7,0,this looks like a guy wearing a robe,8,1.6436461410972523
C,GWCD2NGoiA2n5Wh2i,7,0,this looks like a guy wearing a robe pretending,9,0.1373556769020765
C,GWCD2NGoiA2n5Wh2i,7,0,this looks like a guy wearing a robe pretending like,10,1.0136349404282872
C,GWCD2NGoiA2n5Wh2i,7,0,this looks like a guy wearing a robe pretending like he's,11,0.042375486051146945
C,GWCD2NGoiA2n5Wh2i,7,0,this looks like a guy wearing a robe pretending like he's flying,12,4.935249636919693
C,GWCD2NGoiA2n5Wh2i,7,0,this looks like a guy wearing a robe pretending like he's flying both,13,0.010470141393534364
C,GWCD2NGoiA2n5Wh2i,7,0,this looks like a guy wearing a robe pretending like he's flying both arms,14,0.02432335536236192
C,GWCD2NGoiA2n5Wh2i,7,0,"this looks like a guy wearing a robe pretending like he's flying both arms outstretched,",15,0.03164494609093728
C,GWCD2NGoiA2n5Wh2i,7,0,"this looks like a guy wearing a robe pretending like he's flying both arms outstretched, head",16,0.008827753800226308
C,GWCD2NGoiA2n5Wh2i,7,0,"this looks like a guy wearing a robe pretending like he's flying both arms outstretched, head sort",17,0.007655685201807857
