workerid,proliferate.condition,button_rt,condition,correct,correct_tangram,failed_audio,failed_images,failed_video,gameId,internal_node_id,response,rt,selected,stimulus,success,text,time_elapsed,timeout,trial_index,trial_type,type,word,error
782,the one true condition,4293,6_rotate,False,G,,,,fvaDCsGFedLr7w3Ra,0.0-3.0-0.44,3,[],E,,,"[{'role': 'speaker', 'text': 'Square head on incline facing right', 'playerId': 'stM5e2BZETS3QRqbF'}, {'role': 'speaker', 'text': 'Long flat bottom Triangle on right', 'playerId': 'stM5e2BZETS3QRqbF'}, {'role': 'speaker', 'text': 'sorry head facing left', 'playerId': 'stM5e2BZETS3QRqbF'}, {'role': 'speaker', 'text': 'long rectangle bottom left and small triangle bottom right', 'playerId': 'stM5e2BZETS3QRqbF'}]",336639,,91,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.44,,[],,,,,337545,,92,spr-buttons,feedback,[],
782,the one true condition,5680,2_rotate,True,G,,,,2Csg2Snzrpkud2YRi,0.0-3.0-0.45,5,[],G,,,"[{'role': 'speaker', 'text': 'bunch of diamond shapes', 'playerId': 'zyXatFB2smLy5NLCL'}, {'role': 'speaker', 'text': 'blob on bottom left', 'playerId': 'zyXatFB2smLy5NLCL'}]",343227,,93,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.45,,[],,,,,344131,,94,spr-buttons,feedback,[],
782,the one true condition,10152,6_rotate,True,B,,,,6bkpQbsv6wvHWczvB,0.0-3.0-0.46,9,[],B,,,"[{'role': 'speaker', 'text': 'this one looks like an animal facing the left of the screen', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'speaker', 'text': 'with a pointy nose', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'speaker', 'text': ""and a square on their head that's only slightly angled"", 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'speaker', 'text': 'and a triangle on the back of its head rotated 90 degrees', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'speaker', 'text': 'with the flat piece facing the LEFT of your screen', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'listener', 'text': 'hockey player', 'playerId': '5LJfKFwCaZ5exES48'}, {'role': 'speaker', 'text': 'no looks like an animal with a pointy nose facing the left of the screen', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'listener', 'text': ""He's like looking at his feet"", 'playerId': 'Chjp2rtMWxtmo8NPc'}, {'role': 'speaker', 'text': 'it almost looks shorter than the rest', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'speaker', 'text': 'looking straight to the left of your screen', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'speaker', 'text': 'just a little triangle for feet', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'speaker', 'text': 'that are also facing the left of the screen', 'playerId': 'pNzsWQrabqXgTRTpu'}, {'role': 'speaker', 'text': 'there is a square and a triangle on the top of its head', 'playerId': 'pNzsWQrabqXgTRTpu'}]",354284,,95,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.46,,[],,,,,355190,,96,spr-buttons,feedback,[],
782,the one true condition,1736,6_rotate,True,E,,,,CojwM8x8ZFDB9Y6HF,0.0-3.0-0.47,3,[],E,,,"[{'role': 'speaker', 'text': 'Rabbit', 'playerId': 'WJorh6puwn4WDQkk3'}]",356929,,97,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.47,,[],,,,,357836,,98,spr-buttons,feedback,[],
782,the one true condition,9116,6_rotate,True,B,,,,cLaK88862bv7MHMuQ,0.0-3.0-0.48,9,[],B,,,"[{'role': 'speaker', 'text': 'square head with triangle barely attached', 'playerId': 'gd4Mbi8awyKfZgvka'}, {'role': 'speaker', 'text': 'flat bottom with indent on left', 'playerId': 'gd4Mbi8awyKfZgvka'}]",366953,,99,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.48,,[],,,,,367858,,100,spr-buttons,feedback,[],
782,the one true condition,4906,6_rotate,False,I,,,,yPMhLu9xFgbC5dWLY,0.0-3.0-0.49,5,[],G,,,"[{'role': 'speaker', 'text': 'this is the other one with two distinct feet kinda things', 'playerId': '3HQ2FaXAPXevHQfsd'}, {'role': 'speaker', 'text': ""looks like they're making a yoga pose"", 'playerId': '3HQ2FaXAPXevHQfsd'}, {'role': 'speaker', 'text': 'two arms pointing left', 'playerId': '3HQ2FaXAPXevHQfsd'}, {'role': 'speaker', 'text': 'one left flat on ground, other pointed right', 'playerId': '3HQ2FaXAPXevHQfsd'}]",372765,,101,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.49,,[],,,,,373672,,102,spr-buttons,feedback,[],
782,the one true condition,3897,2_rotate,True,J,,,,79swBZFsJnrQuHvhd,0.0-3.0-0.50,10,[],J,,,"[{'role': 'speaker', 'text': 'almost square block with right side missing and diamond on top', 'playerId': 'wQmTAXk3WXqT2b275'}]",377570,,103,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.50,,[],,,,,378475,,104,spr-buttons,feedback,[],
782,the one true condition,6531,6_rotate,True,J,,,,4mKoevW3ykd2FDr7L,0.0-3.0-0.51,10,[],J,,,"[{'role': 'speaker', 'text': 'flat shoulders', 'playerId': 'vwpmmXPfWPvNcd9RA'}, {'role': 'speaker', 'text': 'left side completely flat,', 'playerId': 'vwpmmXPfWPvNcd9RA'}, {'role': 'listener', 'text': 'Thick body', 'playerId': 'T6rKRzHZ3WfgYdTDr'}, {'role': 'speaker', 'text': 'right side small triangle on bottom', 'playerId': 'vwpmmXPfWPvNcd9RA'}]",385008,,105,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.51,,[],,,,,385914,,106,spr-buttons,feedback,[],
782,the one true condition,11076,2_rotate,True,D,,,,2928FF7GcrkeFiDkh,0.0-3.0-0.52,8,[],D,,,"[{'role': 'speaker', 'text': 'standing facing left, arms further out than legs', 'playerId': '5L7PZWTLhnYMGQE8b'}]",396992,,107,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.52,,[],,,,,397897,,108,spr-buttons,feedback,[],
782,the one true condition,3766,2_rotate,True,H,,,,GpF4Ge9YCd7ih3DFr,0.0-3.0-0.53,11,[],H,,,"[{'role': 'speaker', 'text': 'diamond head in center', 'playerId': 'cjtnTXrerxbK7pi39'}, {'role': 'speaker', 'text': 'no arms', 'playerId': 'cjtnTXrerxbK7pi39'}, {'role': 'speaker', 'text': '""foot"" facing right', 'playerId': 'cjtnTXrerxbK7pi39'}]",401664,,109,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.53,,[],,,,,402570,,110,spr-buttons,feedback,[],
782,the one true condition,7876,2_rotate,True,F,,,,YyAyuHf7S76wsbCA6,0.0-3.0-0.54,2,[],F,,,"[{'role': 'speaker', 'text': 'Person sitting to the left Long left sticking out to left Head bowed down to the left', 'playerId': '7R6jKabotwJFLSyNW'}]",410447,,111,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.54,,[],,,,,411354,,112,spr-buttons,feedback,[],
782,the one true condition,5410,6_rotate,True,I,,,,k4otZKu35xehtF93F,0.0-3.0-0.55,6,[],I,,,"[{'role': 'speaker', 'text': 'balanced on one foot whilst leaning forward, with one foot back', 'playerId': '2uEiLua7RSNzB3CP8'}]",416765,,113,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.55,,[],,,,,417743,,114,spr-buttons,feedback,[],
782,the one true condition,3607,6_rotate,False,G,,,,93ZvRh5AYPNeTJxjv,0.0-3.0-0.56,3,[],E,,,"[{'role': 'speaker', 'text': 'laid down', 'playerId': 'dTAmMQ6Zw5AbRzRiT'}, {'role': 'speaker', 'text': 'looks like a rabbit', 'playerId': 'dTAmMQ6Zw5AbRzRiT'}, {'role': 'speaker', 'text': 'hand behind back', 'playerId': 'dTAmMQ6Zw5AbRzRiT'}, {'role': 'listener', 'text': 'has bunny ears', 'playerId': '5a7w57CMsYw6nbJgN'}, {'role': 'listener', 'text': 'is it one we had earlier', 'playerId': 'eJA6FpeTKabMYR8rb'}, {'role': 'speaker', 'text': 'different one', 'playerId': 'dTAmMQ6Zw5AbRzRiT'}, {'role': 'speaker', 'text': 'its laid down', 'playerId': 'dTAmMQ6Zw5AbRzRiT'}, {'role': 'listener', 'text': 'two triangles on right side', 'playerId': 'EigvT8eA8dqhuxwk6'}, {'role': 'speaker', 'text': 'triangle behind it', 'playerId': 'dTAmMQ6Zw5AbRzRiT'}, {'role': 'speaker', 'text': 'reaching behind', 'playerId': 'dTAmMQ6Zw5AbRzRiT'}, {'role': 'listener', 'text': 'in which direction is behind', 'playerId': 'EigvT8eA8dqhuxwk6'}, {'role': 'speaker', 'text': 'to the right', 'playerId': 'dTAmMQ6Zw5AbRzRiT'}, {'role': 'listener', 'text': 'are you sure its laying not sitting', 'playerId': '5a7w57CMsYw6nbJgN'}, {'role': 'speaker', 'text': 'legs are layed down', 'playerId': 'dTAmMQ6Zw5AbRzRiT'}, {'role': 'speaker', 'text': 'then sitting up', 'playerId': 'dTAmMQ6Zw5AbRzRiT'}]",421351,,115,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.56,,[],,,,,422257,,116,spr-buttons,feedback,[],
782,the one true condition,1520,2_rotate,True,C,,,,pAtG6vt3AyaJypa2j,0.0-3.0-0.57,0,[],C,,,"[{'role': 'speaker', 'text': 'Looks like a ghost flying', 'playerId': '3D7MbrSZL62xJBhib'}]",423778,,117,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.57,,[],,,,,424684,,118,spr-buttons,feedback,[],
782,the one true condition,2270,6_rotate,True,A,,,,k4otZKu35xehtF93F,0.0-3.0-0.58,4,[],A,,,"[{'role': 'speaker', 'text': 'looking back after just taking a football kick', 'playerId': '2uEiLua7RSNzB3CP8'}, {'role': 'speaker', 'text': 'balanced on one foot', 'playerId': '2uEiLua7RSNzB3CP8'}, {'role': 'speaker', 'text': 'head is sort of out of place', 'playerId': '2uEiLua7RSNzB3CP8'}]",426955,,119,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.58,,[],,,,,427862,,120,spr-buttons,feedback,[],
782,the one true condition,2102,6_rotate,True,C,,,,yPMhLu9xFgbC5dWLY,0.0-3.0-0.59,0,[],C,,,"[{'role': 'speaker', 'text': 'Whaaat', 'playerId': 'awLY4XCudoFs3HNWo'}]",429967,,121,spr-buttons,selection,[],
782,the one true condition,,,,,,,,,0.0-3.0-1.59,,[],,,,,430874,,122,spr-buttons,feedback,[],
782,the one true condition,,,,,,,,,0.0-4.0,"{'other': '', 'errors': '', 'length': '', 'interface': '', 'understand': ''}",2970,,,,,433853,,123,survey-text,,,
782,the one true condition,,,,,,,,,0.0-5.0,0,1981,,"<h2>Many thanks for participating!</h2><p>We are generally interested in how people form conventions, such as shared 'nicknames' for images. Here, we are studying when these shared 'nicknames' are understandable to people who were not part of the group that created the nickname.</p><h1>Press continue to be redirected to Prolific. </h1>",,,435835,,124,html-button-response,,,
802,the one true condition,,,,,[],[],[],,0.0-0.0,,,,,True,,46,False,0,preload,,,
796,the one true condition,,,,,[],[],[],,0.0-0.0,,,,,True,,12,False,0,preload,,,
796,the one true condition,,,,,,,,,0.0-1.0,0,3138,," <center><img width=""300px"" src=""assets/stanford.png"" /></center><div id=""legal""></br>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at  <a href=""mailto://languagecoglab@gmail.com.""> languagecoglab@gmail.com</a>.You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you. </div></br>",,,3150,,1,html-button-response,,,
796,the one true condition,,,,,,,,,0.0-2.0,0,1743,,"<h3>Please read these instructions carefully!</h3> </br><div id=""intro""> <p>In this task, you will see a <b>transcript of a conversation</b> some previous participants had where a <b>speaker identified one of the images to some listeners</b>.</p></br><center><img width=""600px"" src=""assets/demo.png"" /></center></br><p>Your goal is to <b>read the transcript</b> and <b>figure out which image</b> is being described! </p><p>You will <b>click the image</b> you think is being described, and then you will <b>find out if you were right</b>.<p><p>You will see <b>60 trials</b>. The image choices will stay the same, but the transcripts will come from different groups of people. Some of the transcripts may be much shorter or longer than others. Some of the descriptions may be hard to understand -- just take a guess if you are not sure.</p><p>You will get a bonus of <b>5 cents</b> for each image you get right! </p><p> <b>Note:</b> These descriptions came from real people and may contain inappropriate or offensive language. If you find a description inappropriate, please let us know via Prolific message or in the exit survey, so we can filter it out in the future.</p>",,,4894,,2,html-button-response,,,
796,the one true condition,35621,6_rotate,True,E,,,,fvaDCsGFedLr7w3Ra,0.0-3.0-0.0,1,[],E,,,"[{'role': 'speaker', 'text': 'The top is two parts, almost like triangles facing slightly different directions', 'playerId': 'xpptKsHRbyPCwjxab'}, {'role': 'listener', 'text': 'Are they on top of a square', 'playerId': 'JJshSXKd5HReQYKhY'}, {'role': 'listener', 'text': 'sitting down and facing right', 'playerId': 'zz94KijdsPRR2hzey'}, {'role': 'speaker', 'text': 'Yeah, sitting down facing right', 'playerId': 'xpptKsHRbyPCwjxab'}]",40517,,3,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.0,,[],,,,,41424,,4,spr-buttons,feedback,[],
796,the one true condition,4624,6_rotate,True,E,,,,yPMhLu9xFgbC5dWLY,0.0-3.0-0.1,1,[],E,,,"[{'role': 'speaker', 'text': 'Bunny ears', 'playerId': 'awLY4XCudoFs3HNWo'}]",46049,,5,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.1,,[],,,,,46955,,6,spr-buttons,feedback,[],
796,the one true condition,1897,6_rotate,True,E,,,,nySo3NiJX7Kres7zm,0.0-3.0-0.2,1,[],E,,,"[{'role': 'speaker', 'text': 'Bunny man!', 'playerId': 'ugNcH6z9oWCzD3uHh'}]",48853,,7,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.2,,[],,,,,49761,,8,spr-buttons,feedback,[],
796,the one true condition,38574,6_rotate,False,H,,,,qzNuN6yp4HDWzko6T,0.0-3.0-0.3,11,[],J,,,"[{'role': 'speaker', 'text': 'The wonky candle without arms', 'playerId': 'raCR7oL7mP22ToCrY'}, {'role': 'speaker', 'text': 'Sort of legs pointing right', 'playerId': 'raCR7oL7mP22ToCrY'}]",88336,,9,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.3,,[],,,,,89245,,10,spr-buttons,feedback,[],
796,the one true condition,5214,6_rotate,False,G,,,,nySo3NiJX7Kres7zm,0.0-3.0-0.4,6,[],C,,,"[{'role': 'speaker', 'text': 'Sliding tackle footballer', 'playerId': 'ugNcH6z9oWCzD3uHh'}]",94460,,11,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.4,,[],,,,,95367,,12,spr-buttons,feedback,[],
796,the one true condition,3253,2_rotate,True,E,,,,Ja6HX8DgvFAspRAYm,0.0-3.0-0.5,1,[],E,,,"[{'role': 'speaker', 'text': 'bunny', 'playerId': 'Kzhdqc62M5vtN2q4e'}]",98621,,13,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.5,,[],,,,,99522,,14,spr-buttons,feedback,[],
796,the one true condition,14093,2_rotate,False,B,,,,GpF4Ge9YCd7ih3DFr,0.0-3.0-0.6,9,[],A,,,"[{'role': 'speaker', 'text': 'one where his head is falling off and triangle coming out of it to the right', 'playerId': '9DEoh9BWkZFYxhECs'}, {'role': 'speaker', 'text': 'facing left', 'playerId': '9DEoh9BWkZFYxhECs'}]",113615,,15,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.6,,[],,,,,114520,,16,spr-buttons,feedback,[],
796,the one true condition,36223,2_rotate,False,B,,,,GpF4Ge9YCd7ih3DFr,0.0-3.0-0.7,2,[],F,,,"[{'role': 'speaker', 'text': 'diamond head, kneeling facing right it looks like, but could honestly go both ways', 'playerId': 'cjtnTXrerxbK7pi39'}, {'role': 'speaker', 'text': 'feet facing left', 'playerId': 'cjtnTXrerxbK7pi39'}, {'role': 'speaker', 'text': 'has a triangle on right side', 'playerId': 'cjtnTXrerxbK7pi39'}, {'role': 'speaker', 'text': 'with the corner of the triangle meeting the corner of the diamond head', 'playerId': 'cjtnTXrerxbK7pi39'}]",150744,,17,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.7,,[],,,,,151698,,18,spr-buttons,feedback,[],
796,the one true condition,22410,6_rotate,False,L,,,,4mKoevW3ykd2FDr7L,0.0-3.0-0.8,3,[],B,,,"[{'role': 'speaker', 'text': 'knees on right', 'playerId': 'vwpmmXPfWPvNcd9RA'}, {'role': 'speaker', 'text': 'triangle arm on right', 'playerId': 'vwpmmXPfWPvNcd9RA'}, {'role': 'speaker', 'text': 'feet on left', 'playerId': 'vwpmmXPfWPvNcd9RA'}, {'role': 'listener', 'text': 'Detached', 'playerId': 'jjY6d6CreGdbCxRHY'}, {'role': 'speaker', 'text': 'triangle shoulders', 'playerId': 'vwpmmXPfWPvNcd9RA'}, {'role': 'listener', 'text': 'Left feet pointed upwards', 'playerId': 'jjY6d6CreGdbCxRHY'}, {'role': 'listener', 'text': 'Squat', 'playerId': 'jjY6d6CreGdbCxRHY'}]",174110,,19,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.8,,[],,,,,175017,,20,spr-buttons,feedback,[],
796,the one true condition,7651,2_rotate,True,I,,,,gjooqsuf2CPN5AWxi,0.0-3.0-0.9,10,[],I,,,"[{'role': 'speaker', 'text': 'standing on one leg, leaning towards the left, with the non-standing leg point out back to the right', 'playerId': 'tuNTPZ2dpnLz8EKgu'}]",182668,,21,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.9,,[],,,,,183575,,22,spr-buttons,feedback,[],
796,the one true condition,3568,6_rotate,True,F,,,,ezwBLtARszSJvSzM6,0.0-3.0-0.10,2,[],F,,,"[{'role': 'speaker', 'text': 'sitting person', 'playerId': 'FmTqy959xZDgn7Cmo'}, {'role': 'speaker', 'text': 'facing left', 'playerId': 'FmTqy959xZDgn7Cmo'}, {'role': 'listener', 'text': 'knees bend', 'playerId': 'WRvxri9zF6DrXgKET'}, {'role': 'speaker', 'text': 'yes knees bend', 'playerId': 'FmTqy959xZDgn7Cmo'}]",187143,,23,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.10,,[],,,,,188048,,24,spr-buttons,feedback,[],
796,the one true condition,56095,6_rotate,False,G,,,,sitQGDNZ9pYNy2ouh,0.0-3.0-0.11,10,[],I,,,"[{'role': 'speaker', 'text': 'head facing left', 'playerId': 'bu5i364mwtpLEGf93'}, {'role': 'listener', 'text': 'kicking or no', 'playerId': 'Er77zihSKbsBZmxFf'}, {'role': 'speaker', 'text': 'arm is raised on the right (triangle)', 'playerId': 'bu5i364mwtpLEGf93'}, {'role': 'speaker', 'text': 'triangle on right leg', 'playerId': 'bu5i364mwtpLEGf93'}, {'role': 'speaker', 'text': 'on the ground', 'playerId': 'bu5i364mwtpLEGf93'}, {'role': 'listener', 'text': 'do they look like they are kicking', 'playerId': 'djL8jKozrZEFaNyBX'}, {'role': 'listener', 'text': 'top right triangle and bottom right triangle', 'playerId': 'sjTxZrxwcxHzRfvGF'}, {'role': 'listener', 'text': ""they aren't looking up"", 'playerId': 'Er77zihSKbsBZmxFf'}, {'role': 'speaker', 'text': 'they r looking straight ahead', 'playerId': 'bu5i364mwtpLEGf93'}, {'role': 'listener', 'text': ""ok, I see, it's like they're doing a situp with their arms behind them"", 'playerId': 'sjTxZrxwcxHzRfvGF'}, {'role': 'listener', 'text': 'the legs are at right angles', 'playerId': 'urTF85GQNrLSFu4jK'}]",244143,,25,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.11,,[],,,,,245048,,26,spr-buttons,feedback,[],
796,the one true condition,4688,2_rotate,False,A,,,,YLCrDGMMiennGjggY,0.0-3.0-0.12,2,[],F,,,"[{'role': 'speaker', 'text': 'sad person facing left on one leg', 'playerId': 'sRndTvhfyBR67QCdv'}]",249736,,27,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.12,,[],,,,,250641,,28,spr-buttons,feedback,[],
796,the one true condition,3403,6_rotate,False,D,,,,4mKoevW3ykd2FDr7L,0.0-3.0-0.13,0,[],L,,,"[{'role': 'speaker', 'text': 'looks like an offering', 'playerId': 'dWap3TF2ZN4rH5aCK'}, {'role': 'speaker', 'text': 'facing left side', 'playerId': 'dWap3TF2ZN4rH5aCK'}, {'role': 'speaker', 'text': 'straight back', 'playerId': 'dWap3TF2ZN4rH5aCK'}, {'role': 'listener', 'text': 'Square beneath one arm', 'playerId': 'jjY6d6CreGdbCxRHY'}, {'role': 'listener', 'text': 'One small triangle as a foot', 'playerId': 'jjY6d6CreGdbCxRHY'}, {'role': 'listener', 'text': 'Is the right side of the person a straight line', 'playerId': 'xmvvLCzW9MTfzSDYi'}, {'role': 'speaker', 'text': 'its straight from the body', 'playerId': 'dWap3TF2ZN4rH5aCK'}, {'role': 'speaker', 'text': 'then a triangle neck', 'playerId': 'dWap3TF2ZN4rH5aCK'}, {'role': 'speaker', 'text': 'and then straight from the body onwards', 'playerId': 'dWap3TF2ZN4rH5aCK'}, {'role': 'speaker', 'text': 'on the left, it sort of looks like a bowl and then a square underneath it', 'playerId': 'dWap3TF2ZN4rH5aCK'}]",254044,,29,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.13,,[],,,,,254952,,30,spr-buttons,feedback,[],
796,the one true condition,4511,2_rotate,True,D,,,,hu2zy5uGrN4qJ7qqe,0.0-3.0-0.14,5,[],D,,,"[{'role': 'speaker', 'text': 'this guy is standing up straight but it looks like he is facing sideways with his arms out straight', 'playerId': 'xwCpnpj4eoCiFYeCE'}, {'role': 'speaker', 'text': ""it also looks like he's wearing a cloak"", 'playerId': 'xwCpnpj4eoCiFYeCE'}, {'role': 'listener', 'text': ""does it look like he's facing to the right or left"", 'playerId': 'p7qxLz4WrSqvxaYy3'}, {'role': 'speaker', 'text': 'he is facing the left', 'playerId': 'xwCpnpj4eoCiFYeCE'}]",259464,,31,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.14,,[],,,,,260372,,32,spr-buttons,feedback,[],
796,the one true condition,3415,2_rotate,False,K,,,,FfK5QXXSw833vwHKX,0.0-3.0-0.15,0,[],L,,,"[{'role': 'speaker', 'text': 'looks like someone praying on their knees', 'playerId': '6iMbQKiFyJ2YwPaeo'}, {'role': 'speaker', 'text': 'facing right', 'playerId': '6iMbQKiFyJ2YwPaeo'}]",263788,,33,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.15,,[],,,,,264695,,34,spr-buttons,feedback,[],
796,the one true condition,8046,6_rotate,True,D,,,,yPMhLu9xFgbC5dWLY,0.0-3.0-0.16,5,[],D,,,"[{'role': 'speaker', 'text': 'The speaker or lecturer', 'playerId': 'awLY4XCudoFs3HNWo'}]",272742,,35,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.16,,[],,,,,273648,,36,spr-buttons,feedback,[],
796,the one true condition,11116,6_rotate,True,F,,,,qzNuN6yp4HDWzko6T,0.0-3.0-0.17,2,[],F,,,"[{'role': 'speaker', 'text': 'It is like a person sitting with his legs forward, both his head and legs pointing to the left', 'playerId': 'eAaeMJEcW8LDwgBSn'}, {'role': 'listener', 'text': 'looking at his knees', 'playerId': 'EoXqRaKYwsdCQXsvi'}, {'role': 'listener', 'text': 'no arms', 'playerId': 'iv6pB9Y4KpdXvuwFe'}, {'role': 'speaker', 'text': 'Yes by looking at the knees', 'playerId': 'eAaeMJEcW8LDwgBSn'}]",284765,,37,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.17,,[],,,,,285673,,38,spr-buttons,feedback,[],
796,the one true condition,22206,2_rotate,True,C,,,,hu2zy5uGrN4qJ7qqe,0.0-3.0-0.18,6,[],C,,,"[{'role': 'speaker', 'text': '\\\\', 'playerId': 'p7qxLz4WrSqvxaYy3'}]",307881,,39,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.18,,[],,,,,308789,,40,spr-buttons,feedback,[],
796,the one true condition,45697,6_rotate,False,B,,,,aFykNpfLr9BqKdsFL,0.0-3.0-0.19,1,[],E,,,"[{'role': 'speaker', 'text': 'the head has one triangle coming out of it', 'playerId': 'qioaDCfDaa28TFEA8'}, {'role': 'listener', 'text': 'Does it look like a mouse', 'playerId': 'PGAtCk8Ks2aJygddG'}, {'role': 'listener', 'text': 'Facing left', 'playerId': 'PGAtCk8Ks2aJygddG'}, {'role': 'listener', 'text': 'with triangle at the bottom like feet', 'playerId': 'PGAtCk8Ks2aJygddG'}]",354488,,41,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.19,,[],,,,,355395,,42,spr-buttons,feedback,[],
796,the one true condition,13509,2_rotate,True,H,,,,CNET4E5tvYW37ZevE,0.0-3.0-0.20,4,[],H,,,"[{'role': 'speaker', 'text': 'diamond shaped head on top of an octagonal shape', 'playerId': 'oNe96ojnutpRrwiFb'}, {'role': 'speaker', 'text': 'looks like a big blob kind of', 'playerId': 'oNe96ojnutpRrwiFb'}, {'role': 'listener', 'text': 'looks like a worm', 'playerId': 'dxXnuyKwFTw4bdKd5'}, {'role': 'listener', 'text': 'the potatoey looking one', 'playerId': 'dxXnuyKwFTw4bdKd5'}]",368904,,43,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.20,,[],,,,,369811,,44,spr-buttons,feedback,[],
796,the one true condition,26689,2_rotate,True,F,,,,YyAyuHf7S76wsbCA6,0.0-3.0-0.21,2,[],F,,,"[{'role': 'speaker', 'text': 'select the figure sitting down', 'playerId': 'fAMhn4Ein8YivGti7'}, {'role': 'speaker', 'text': 'hunched back', 'playerId': 'fAMhn4Ein8YivGti7'}, {'role': 'speaker', 'text': 'facing left', 'playerId': 'fAMhn4Ein8YivGti7'}, {'role': 'speaker', 'text': 'triangle on top', 'playerId': 'fAMhn4Ein8YivGti7'}, {'role': 'speaker', 'text': 'polygon back', 'playerId': 'fAMhn4Ein8YivGti7'}, {'role': 'speaker', 'text': 'then legs', 'playerId': 'fAMhn4Ein8YivGti7'}]",396502,,45,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.21,,[],,,,,397411,,46,spr-buttons,feedback,[],
796,the one true condition,2918,2_rotate,False,G,,,,YLCrDGMMiennGjggY,0.0-3.0-0.22,1,[],E,,,"[{'role': 'speaker', 'text': 'not a person, two floppy ears, diamond on left of one ear', 'playerId': 'sRndTvhfyBR67QCdv'}]",400331,,47,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.22,,[],,,,,401236,,48,spr-buttons,feedback,[],
796,the one true condition,7399,6_rotate,True,E,,,,sitQGDNZ9pYNy2ouh,0.0-3.0-0.23,1,[],E,,,"[{'role': 'speaker', 'text': 'box with wings falling down a mountain', 'playerId': 'bu5i364mwtpLEGf93'}, {'role': 'listener', 'text': 'oh its the one that looks least human right', 'playerId': 'Er77zihSKbsBZmxFf'}]",408637,,49,spr-buttons,selection,[],
796,the one true condition,,,,,,,,,0.0-3.0-1.23,,[],,,,,409546,,50,spr-buttons,feedback,[],
