workerid,proliferate.condition,button_rt,correct,correct_tangram,failed_audio,failed_images,failed_video,gameId,internal_node_id,response,rt,selected,stimulus,success,text,time_elapsed,timeout,trial_index,trial_type,type,word,error
3042,foobar,,,,,,,,0.0-3.0-1.19,,[],,,,,283260,,42,spr-buttons,feedback,[],
3042,foobar,13628,False,B,,,,BTbGhXZvjdSFubTBg,0.0-3.0-0.20,3,[],E,,,"[{'role': 'speaker', 'text': 'kneeling head forward feet showing', 'playerId': 'WXmyGwByDtSr3gTyk'}, {'role': 'speaker', 'text': 'praying', 'playerId': 'WXmyGwByDtSr3gTyk'}, {'role': 'listener', 'text': 'Bent knees', 'playerId': '9nyyLZ9PJhX7LnAx7'}, {'role': 'listener', 'text': 'Is he puking out a triangle', 'playerId': 'teS8cAZWPXbdKTZP4'}, {'role': 'speaker', 'text': 'triangle', 'playerId': 'WXmyGwByDtSr3gTyk'}, {'role': 'listener', 'text': 'To me that looks like someone in a kimono going ""SAFE"" like at a baseball game', 'playerId': '9nyyLZ9PJhX7LnAx7'}, {'role': 'listener', 'text': 'i can see that lol', 'playerId': 'j9qfbLnF9TpFABZaJ'}]",296890,,43,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.20,,[],,,,,297809,,44,spr-buttons,feedback,[],
3042,foobar,5988,True,H,,,,sijMDqp4oocvXG8Sv,0.0-3.0-0.21,8,[],H,,,"[{'role': 'speaker', 'text': 'block foot to right', 'playerId': 'KpkQvEaJQStx557HY'}, {'role': 'speaker', 'text': 'body straight', 'playerId': 'KpkQvEaJQStx557HY'}, {'role': 'speaker', 'text': 'head straight', 'playerId': 'KpkQvEaJQStx557HY'}, {'role': 'speaker', 'text': 'no arms', 'playerId': 'KpkQvEaJQStx557HY'}]",303799,,45,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.21,,[],,,,,304707,,46,spr-buttons,feedback,[],
3042,foobar,6908,True,A,,,,iWDET8rLPYMj9RE39,0.0-3.0-0.22,6,[],A,,,"[{'role': 'speaker', 'text': 'Kicking legs facing left', 'playerId': 'ztMeHhJLmdDTHBMJS'}]",311616,,47,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.22,,[],,,,,312524,,48,spr-buttons,feedback,[],
3042,foobar,8745,True,H,,,,pAtG6vt3AyaJypa2j,0.0-3.0-0.23,8,[],H,,,"[{'role': 'speaker', 'text': 'half hexagon left side of body', 'playerId': '3D7MbrSZL62xJBhib'}]",321270,,49,spr-buttons,selection,[],
3042,foobar,83,,,,,,,0.0-3.0-1.23,8,[],,,,,321354,,50,spr-buttons,feedback,[],
3042,foobar,5312,True,F,,,,3NRHD2hCEgJ74Q4b2,0.0-3.0-0.24,2,[],F,,,"[{'role': 'speaker', 'text': 'person sitting down facing left', 'playerId': 'eeCGATqzhP6qdRBP6'}]",326667,,51,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.24,,[],,,,,327587,,52,spr-buttons,feedback,[],
3042,foobar,12835,True,H,,,,g6tPwYeFzT3Cer5qC,0.0-3.0-0.25,8,[],H,,,"[{'role': 'speaker', 'text': 'The person has a diamond head facing towards you with no arms or legs and looks like its in something', 'playerId': 'SyzxCSX67Gx4LQRg7'}]",340423,,53,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.25,,[],,,,,341341,,54,spr-buttons,feedback,[],
3042,foobar,2720,False,B,,,,iHNnNCnSAx2TYjDhf,0.0-3.0-0.26,4,[],J,,,"[{'role': 'speaker', 'text': '5', 'playerId': '2ub9Fg5YrCita2F2y'}]",344062,,55,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.26,,[],,,,,344976,,56,spr-buttons,feedback,[],
3042,foobar,12071,True,I,,,,SRBofppfmKZ4dhpv2,0.0-3.0-0.27,11,[],I,,,"[{'role': 'speaker', 'text': 'figure about to kick hard', 'playerId': 'PDN8wbfj49btpLgpq'}, {'role': 'listener', 'text': 'two arms to the left', 'playerId': 'DJ3JhctBDsJPjadGp'}, {'role': 'speaker', 'text': 'one long leg and little right leg', 'playerId': 'PDN8wbfj49btpLgpq'}]",357048,,57,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.27,,[],,,,,357967,,58,spr-buttons,feedback,[],
3042,foobar,3356,True,E,,,,htub6itv8siAtQv22,0.0-3.0-0.28,3,[],E,,,"[{'role': 'speaker', 'text': 'rabbit ears', 'playerId': 'HvkLtechHtpsjT9rJ'}]",361325,,59,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.28,,[],,,,,362240,,60,spr-buttons,feedback,[],
3042,foobar,6775,True,I,,,,k4otZKu35xehtF93F,0.0-3.0-0.29,11,[],I,,,"[{'role': 'speaker', 'text': 'The medicine ball lunge!', 'playerId': 'Sb5t7YLhHirE7JfNH'}, {'role': 'speaker', 'text': 'Foot is facing out to the right', 'playerId': 'Sb5t7YLhHirE7JfNH'}, {'role': 'speaker', 'text': 'Arms are pointing left, as if holding a ball', 'playerId': 'Sb5t7YLhHirE7JfNH'}, {'role': 'speaker', 'text': 'And the body is balancing on one leg', 'playerId': 'Sb5t7YLhHirE7JfNH'}, {'role': 'listener', 'text': 'karate kick to the right', 'playerId': 'ybQ6avjhBa46uuw8Z'}, {'role': 'speaker', 'text': 'The head is a perfect diamond', 'playerId': 'Sb5t7YLhHirE7JfNH'}, {'role': 'speaker', 'text': 'Yeah like a spinning back kick maybe lol', 'playerId': 'Sb5t7YLhHirE7JfNH'}]",369016,,61,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.29,,[],,,,,369926,,62,spr-buttons,feedback,[],
3042,foobar,2547,True,H,,,,qww2u9HuGk9nxnxyx,0.0-3.0-0.30,8,[],H,,,"[{'role': 'speaker', 'text': 'blobby man', 'playerId': 'FLJkaQs3Frxy3ZY4S'}, {'role': 'speaker', 'text': 'no limbs', 'playerId': 'FLJkaQs3Frxy3ZY4S'}]",372474,,63,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.30,,[],,,,,373394,,64,spr-buttons,feedback,[],
3042,foobar,9484,False,C,,,,Ja6HX8DgvFAspRAYm,0.0-3.0-0.31,9,[],D,,,"[{'role': 'speaker', 'text': 'no legs leaning to the left arms out', 'playerId': 'Kzhdqc62M5vtN2q4e'}]",382879,,65,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.31,,[],,,,,383803,,66,spr-buttons,feedback,[],
3042,foobar,4859,True,D,,,,QzDZ9idpFkW6nHuCq,0.0-3.0-0.32,9,[],D,,,"[{'role': 'speaker', 'text': 'standing straight hands holding dish to left', 'playerId': '64rzpC4x4MeQZbRPz'}]",388663,,67,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.32,,[],,,,,389580,,68,spr-buttons,feedback,[],
3042,foobar,23661,False,I,,,,iHNnNCnSAx2TYjDhf,0.0-3.0-0.33,6,[],A,,,"[{'role': 'speaker', 'text': 'This is like someone in a chicken outfit', 'playerId': '2ub9Fg5YrCita2F2y'}, {'role': 'speaker', 'text': 'or doing woga', 'playerId': '2ub9Fg5YrCita2F2y'}, {'role': 'listener', 'text': ""does it look like he's doing a karate kick to the right"", 'playerId': 'fj5hYTYAfRdgfohsG'}, {'role': 'speaker', 'text': 'diamond head, then the chicken beak facing left', 'playerId': '2ub9Fg5YrCita2F2y'}, {'role': 'listener', 'text': 'Does it have two triangles going left', 'playerId': 'ghuYrBDccmDDZc3QK'}, {'role': 'speaker', 'text': 'looks like a tail or someone standing on one leg with the other leg up behind them', 'playerId': '2ub9Fg5YrCita2F2y'}, {'role': 'listener', 'text': 'looks like a dinosaur :)', 'playerId': 'SLXXsJaRnhy9QdfeY'}, {'role': 'speaker', 'text': 'yes 2 triangles going left', 'playerId': '2ub9Fg5YrCita2F2y'}]",413242,,69,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.33,,[],,,,,414162,,70,spr-buttons,feedback,[],
3042,foobar,4053,True,E,,,,XaYo7mGCsyJKW3w4Z,0.0-3.0-0.34,3,[],E,,,"[{'role': 'speaker', 'text': 'mouse ears on a diamond head', 'playerId': 'NYD7GMoHm3TagmyTN'}, {'role': 'speaker', 'text': 'the ears are both triangles', 'playerId': 'NYD7GMoHm3TagmyTN'}, {'role': 'listener', 'text': 'can you give me some more info', 'playerId': '4SANPkdDamcrCs5p5'}, {'role': 'speaker', 'text': 'the diamond head is on two triangles', 'playerId': 'NYD7GMoHm3TagmyTN'}]",418217,,71,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.34,,[],,,,,419125,,72,spr-buttons,feedback,[],
3042,foobar,11370,True,D,,,,AdiA5JEZBKJ4F5r4i,0.0-3.0-0.35,9,[],D,,,"[{'role': 'speaker', 'text': 'The person is facing towards the left, both arms and legs pointing to left', 'playerId': 'DnsCNZv6g42s9Ruci'}, {'role': 'speaker', 'text': 'Looks like he is holding something', 'playerId': 'DnsCNZv6g42s9Ruci'}]",430498,,73,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.35,,[],,,,,431411,,74,spr-buttons,feedback,[],
3042,foobar,5069,True,C,,,,FDXJ7stbQxKCkcKzv,0.0-3.0-0.36,1,[],C,,,"[{'role': 'speaker', 'text': 'Figure almost looks shot dead', 'playerId': 'qs9igjQTnJt7wfpyq'}, {'role': 'speaker', 'text': 'Diamond head', 'playerId': 'qs9igjQTnJt7wfpyq'}, {'role': 'listener', 'text': 'both arms raised', 'playerId': 'mywQnZtzE6E5yzwkE'}, {'role': 'listener', 'text': 'two arms up', 'playerId': 'Gebor7AaNSy3bp4Ch'}, {'role': 'speaker', 'text': 'Two arms raised up', 'playerId': 'qs9igjQTnJt7wfpyq'}, {'role': 'listener', 'text': 'leaning left', 'playerId': 'SFa7XF9tfzsrWHsR9'}, {'role': 'speaker', 'text': 'No legs', 'playerId': 'qs9igjQTnJt7wfpyq'}]",436482,,75,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.36,,[],,,,,437402,,76,spr-buttons,feedback,[],
3042,foobar,13889,False,A,,,,5ygBYimhnLq4Bcb2N,0.0-3.0-0.37,11,[],I,,,"[{'role': 'speaker', 'text': 'The chicken dance one that Hera described', 'playerId': 'bMkZ9C5DEH9p5Bn6o'}, {'role': 'speaker', 'text': 'One food in the air, one on the ground Facing right', 'playerId': 'bMkZ9C5DEH9p5Bn6o'}, {'role': 'listener', 'text': 'head top right', 'playerId': 'PuxjeeRSsr2zsPEGM'}, {'role': 'speaker', 'text': 'The feet face left and one foot is up to the knee level The head faces to the right They have the arm on the left up in the air, with the elbow the same height as the top of head', 'playerId': 'bMkZ9C5DEH9p5Bn6o'}]",451293,,77,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.37,,[],,,,,452209,,78,spr-buttons,feedback,[],
3042,foobar,7782,False,G,,,,LfuChcnEB54q8Ztys,0.0-3.0-0.38,10,[],K,,,"[{'role': 'speaker', 'text': 'trapezoid at the bottom leaning right', 'playerId': 'Dr6TQXga6KydoDzMN'}]",459993,,79,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.38,,[],,,,,460907,,80,spr-buttons,feedback,[],
3042,foobar,2514,True,A,,,,Nh8nE8Qa4C3BkbhD6,0.0-3.0-0.39,6,[],A,,,"[{'role': 'speaker', 'text': 'monster', 'playerId': '5JEmHBEF2C5GGGZkJ'}]",463421,,81,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.39,,[],,,,,464338,,82,spr-buttons,feedback,[],
3042,foobar,8390,False,J,,,,WLGtWa6XCcSnB2FtQ,0.0-3.0-0.40,2,[],F,,,"[{'role': 'speaker', 'text': 'Broken Square rectangle man', 'playerId': 'MbBKYyDSifwrCL5mx'}]",472728,,83,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.40,,[],,,,,473643,,84,spr-buttons,feedback,[],
3042,foobar,6453,True,K,,,,JmgdhSKRPPxDKvprr,0.0-3.0-0.41,10,[],K,,,"[{'role': 'speaker', 'text': 'facing right, kneeling in prayer position, straight back, small triangle upper back', 'playerId': 'TFvBbKSS8eN9KxxHD'}, {'role': 'listener', 'text': 'feet up back', 'playerId': 'fnpWjeJ5eoBme4DLX'}, {'role': 'speaker', 'text': 'feet up back', 'playerId': 'TFvBbKSS8eN9KxxHD'}, {'role': 'listener', 'text': 'knees pointed', 'playerId': 'fnpWjeJ5eoBme4DLX'}, {'role': 'speaker', 'text': 'yes knees pointed', 'playerId': 'TFvBbKSS8eN9KxxHD'}]",480098,,85,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.41,,[],,,,,481020,,86,spr-buttons,feedback,[],
3042,foobar,9567,False,L,,,,cLaK88862bv7MHMuQ,0.0-3.0-0.42,6,[],A,,,"[{'role': 'speaker', 'text': 'Legs in a zig zag', 'playerId': 'XgpZ3ySCe7xA9xome'}, {'role': 'speaker', 'text': 'Head slightly to the right of shoulders', 'playerId': 'XgpZ3ySCe7xA9xome'}, {'role': 'speaker', 'text': 'Flat back on left-hand side', 'playerId': 'XgpZ3ySCe7xA9xome'}, {'role': 'speaker', 'text': 'Not left', 'playerId': 'XgpZ3ySCe7xA9xome'}, {'role': 'speaker', 'text': 'Clear', 'playerId': 'XgpZ3ySCe7xA9xome'}]",490589,,87,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.42,,[],,,,,491497,,88,spr-buttons,feedback,[],
3042,foobar,16095,False,H,,,,QG9fkFCXKj6g9mjR5,0.0-3.0-0.43,3,[],E,,,"[{'role': 'speaker', 'text': 'Body tucked in with leg to right', 'playerId': 'u3bWoHe66Wu9yh7ka'}, {'role': 'listener', 'text': 'Knees raised', 'playerId': '6dv6K8Q6C7Jm9oEpc'}]",507594,,89,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.43,,[],,,,,508502,,90,spr-buttons,feedback,[],
3042,foobar,5329,True,L,,,,R5N7KGPfkvFs36q7g,0.0-3.0-0.44,7,[],L,,,"[{'role': 'speaker', 'text': 'facing right , squatting down bent knees and straight head holding something in front', 'playerId': 'A9zvmfSXi5NeBmM9z'}]",513831,,91,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.44,,[],,,,,514751,,92,spr-buttons,feedback,[],
3042,foobar,6336,False,J,,,,znKKpRy5yMqbmRwJs,0.0-3.0-0.45,7,[],L,,,"[{'role': 'speaker', 'text': 'Unfinished rectangle on bottom, box on top in diamond shape', 'playerId': 'BvaPCcwnMZiHzHzcz'}]",521089,,93,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.45,,[],,,,,522011,,94,spr-buttons,feedback,[],
3042,foobar,8507,False,H,,,,S229J9M75mRCjm23C,0.0-3.0-0.46,2,[],F,,,"[{'role': 'speaker', 'text': 'diamond on the head in the centre with the bottom turning to the right', 'playerId': 'z3Sm7qarDfdfnz8RN'}, {'role': 'speaker', 'text': 'diamond in the centre then what looks like shoulders', 'playerId': 'z3Sm7qarDfdfnz8RN'}, {'role': 'speaker', 'text': 'then straight down both sides', 'playerId': 'z3Sm7qarDfdfnz8RN'}]",530520,,95,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.46,,[],,,,,531445,,96,spr-buttons,feedback,[],
3042,foobar,9754,True,C,,,,9AyhLQe5bddaES2Af,0.0-3.0-0.47,1,[],C,,,"[{'role': 'speaker', 'text': 'Person trying to fly, arms reaching out', 'playerId': 'cQwcJfbudt82YiyEy'}]",541202,,97,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.47,,[],,,,,542110,,98,spr-buttons,feedback,[],
3042,foobar,6172,False,A,,,,Ccv6vkdmTr6cnNfC5,0.0-3.0-0.48,9,[],D,,,"[{'role': 'speaker', 'text': 'plague doctor, rock kicker', 'playerId': 'osdJLtm3pRz9sdzmK'}]",548284,,99,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.48,,[],,,,,549195,,100,spr-buttons,feedback,[],
3042,foobar,5523,False,K,,,,g65Cv6YtLsdvZiRSX,0.0-3.0-0.49,7,[],L,,,"[{'role': 'speaker', 'text': 'kneeling, facing right, feet flicked to the left', 'playerId': 'ca7oTz8teDvaTaBTu'}]",554721,,101,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.49,,[],,,,,555636,,102,spr-buttons,feedback,[],
3042,foobar,3698,True,C,,,,7iF9MxsD2YYEcq3uq,0.0-3.0-0.50,1,[],C,,,"[{'role': 'speaker', 'text': 'both hands in the air to the sides', 'playerId': 'SpSp42ZaBDB3pmoEx'}, {'role': 'speaker', 'text': 'no legs', 'playerId': 'SpSp42ZaBDB3pmoEx'}, {'role': 'listener', 'text': 'almost like a goalkeeper saving a goal', 'playerId': 'v7mArTXRTqKrndoDF'}, {'role': 'speaker', 'text': 'they are leaning left', 'playerId': 'SpSp42ZaBDB3pmoEx'}]",559336,,103,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.50,,[],,,,,560249,,104,spr-buttons,feedback,[],
3042,foobar,4700,True,B,,,,Z2WAkYpWiXwuGcdME,0.0-3.0-0.51,0,[],B,,,"[{'role': 'speaker', 'text': 'arms in air kneeling', 'playerId': 'R3cRgh4HmEtRsmQyp'}]",564951,,105,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.51,,[],,,,,565869,,106,spr-buttons,feedback,[],
3042,foobar,3287,False,H,,,,MR4xnrE8c4oCHmZX2,0.0-3.0-0.52,7,[],L,,,"[{'role': 'speaker', 'text': 'swaddled baby', 'playerId': 'QpXS5v3i8j6KhSQrr'}]",569158,,107,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.52,,[],,,,,570071,,108,spr-buttons,feedback,[],
3042,foobar,1869,True,G,,,,K7iDK8xmfJbE9RZZE,0.0-3.0-0.53,5,[],G,,,"[{'role': 'speaker', 'text': 'dancing lady', 'playerId': 'T6LMYkwKmKsFsFzre'}]",571941,,109,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.53,,[],,,,,572847,,110,spr-buttons,feedback,[],
3042,foobar,7117,False,K,,,,TswNa6hfiGwkWHMgB,0.0-3.0-0.54,7,[],L,,,"[{'role': 'speaker', 'text': 'boy sitting on knees with feet behind him and hands out', 'playerId': 'BCjiqev2Kt7Lze3nQ'}]",579966,,111,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.54,,[],,,,,580885,,112,spr-buttons,feedback,[],
3042,foobar,7825,False,B,,,,TNRYprBpNcgCrb2HF,0.0-3.0-0.55,8,[],H,,,"[{'role': 'speaker', 'text': 'Ponytail triangle image', 'playerId': 'ZBAXeNd9hoDrFHWhf'}]",588711,,113,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.55,,[],,,,,589629,,114,spr-buttons,feedback,[],
3042,foobar,8663,False,J,,,,sijMDqp4oocvXG8Sv,0.0-3.0-0.56,6,[],A,,,"[{'role': 'speaker', 'text': 'squarish one', 'playerId': 'FQQrSsuYhM8jdKhTz'}]",598294,,115,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.56,,[],,,,,599215,,116,spr-buttons,feedback,[],
3042,foobar,5467,True,I,,,,byWRCj2bTz2Guefog,0.0-3.0-0.57,11,[],I,,,"[{'role': 'speaker', 'text': 'this looks like a ballet dancer with a leg stretched back, but the leg is a triangle and the head is a square', 'playerId': 'AXLc5WsF9dMwS482A'}, {'role': 'speaker', 'text': 'the chest is two triangles on the left', 'playerId': 'AXLc5WsF9dMwS482A'}]",604683,,117,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.57,,[],,,,,605602,,118,spr-buttons,feedback,[],
3042,foobar,6807,False,B,,,,awMBFij9Yo8w2nA5K,0.0-3.0-0.58,5,[],G,,,"[{'role': 'speaker', 'text': 'The one I said the left triangle looks like a tail', 'playerId': 'tFxPDpxwB3TJg5B8c'}, {'role': 'speaker', 'text': ""Diamond head The bottom point connects to the point of two different triangles The right one doesn't connect to anything The left one attaches to a pentagon base"", 'playerId': 'tFxPDpxwB3TJg5B8c'}]",612410,,119,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.58,,[],,,,,613332,,120,spr-buttons,feedback,[],
3042,foobar,4411,False,J,,,,GfdodQMJHhNodveqQ,0.0-3.0-0.59,0,[],B,,,"[{'role': 'speaker', 'text': 'Select the picture with the most left hand side', 'playerId': '5HHG2vhFvkf56ugh3'}]",617746,,121,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.59,,[],,,,,618666,,122,spr-buttons,feedback,[],
3042,foobar,14936,True,G,,,,MDLyuv29jevaGLSeT,0.0-3.0-0.60,5,[],G,,,"[{'role': 'speaker', 'text': 'almost laying down, body facing right with one hand high and one low and head hanging back', 'playerId': 'X8fyxirwxbpnvRKyy'}]",633603,,123,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.60,,[],,,,,634510,,124,spr-buttons,feedback,[],
3042,foobar,7234,False,A,,,,YLCrDGMMiennGjggY,0.0-3.0-0.61,2,[],F,,,"[{'role': 'speaker', 'text': 'the sad person with strange head', 'playerId': '9KnsNqjRjt4q7CtbN'}, {'role': 'speaker', 'text': 'diamond on the back, left leg in the air', 'playerId': '9KnsNqjRjt4q7CtbN'}]",641745,,125,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.61,,[],,,,,642668,,126,spr-buttons,feedback,[],
3042,foobar,9998,False,J,,,,93ZvRh5AYPNeTJxjv,0.0-3.0-0.62,9,[],D,,,"[{'role': 'speaker', 'text': 'Straight back', 'playerId': 'dyTDDFiSuSCvwZD9b'}, {'role': 'speaker', 'text': 'triangle foot', 'playerId': 'dyTDDFiSuSCvwZD9b'}, {'role': 'speaker', 'text': 'to the right', 'playerId': 'dyTDDFiSuSCvwZD9b'}, {'role': 'listener', 'text': 'what position', 'playerId': 'EigvT8eA8dqhuxwk6'}, {'role': 'speaker', 'text': 'diamond head', 'playerId': 'dyTDDFiSuSCvwZD9b'}, {'role': 'speaker', 'text': 'standing', 'playerId': 'dyTDDFiSuSCvwZD9b'}, {'role': 'listener', 'text': 'straight edge on left Back', 'playerId': 'eJA6FpeTKabMYR8rb'}, {'role': 'listener', 'text': 'one triangle hand', 'playerId': '5a7w57CMsYw6nbJgN'}, {'role': 'speaker', 'text': 'left', 'playerId': 'dyTDDFiSuSCvwZD9b'}, {'role': 'speaker', 'text': 'one hand yes', 'playerId': 'dyTDDFiSuSCvwZD9b'}, {'role': 'listener', 'text': 'straight back', 'playerId': '5a7w57CMsYw6nbJgN'}]",652668,,127,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.62,,[],,,,,653587,,128,spr-buttons,feedback,[],
3042,foobar,6029,False,G,,,,GGz5Zb58tHpG8X5z7,0.0-3.0-0.63,4,[],J,,,"[{'role': 'speaker', 'text': 'square head tilted left with obscure shape sitting legs in front to left with tail facing down on right', 'playerId': 'zMrgbynyhLhqT5X3C'}]",659619,,129,spr-buttons,selection,[],
3042,foobar,,,,,,,,0.0-3.0-1.63,,[],,,,,660533,,130,spr-buttons,feedback,[],
3042,foobar,,,,,,,,0.0-4.0,"{'other': 'No additional comments.', 'errors': 'No errors or problems encountered.', 'length': 'The duration/payment ration was ideal.', 'interface': 'No, it displayed very well.', 'understand': 'No, not at all.'}",69231,,,,,729788,,131,survey-text,,,
3042,foobar,,,,,,,,0.0-5.0,0,1489,,"<h2>Many thanks for participating!</h2><p>We are generally interested in how people form conventions, such as shared 'nicknames' for images. Here, we are studying when these shared 'nicknames' are understandable to people who were not part of the group that created the nickname.</p><h1>Press continue to be redirected to Prolific. </h1>",,,731279,,132,html-button-response,,,
3001,foobar,,,,[],[],[],,0.0-0.0,,,,,True,,760,False,0,preload,,,
3001,foobar,,,,,,,,0.0-1.0,0,3432,," <center><img width=""300px"" src=""assets/stanford.png"" /></center><div id=""legal""></br>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at  <a href=""mailto://languagecoglab@gmail.com.""> languagecoglab@gmail.com</a>.You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you. </div></br>",,,4193,,1,html-button-response,,,
3001,foobar,,,,,,,,0.0-2.0,0,59607,,"<h3>Please read these instructions carefully!</h3> </br><div id=""intro""> <p>In this task, you will see a <b>transcript of a conversation</b> some previous participants had where a <b>speaker identified one of the images to some listeners</b>.</p></br><center><img width=""600px"" src=""assets/demo.png"" /></center></br><p>Your goal is to <b>read the transcript</b> and <b>figure out which image</b> is being described! </p><p>You will <b>click the image</b> you think is being described, and then you will <b>find out if you were right</b>.<p><p>You will see <b>64 trials</b>. The image choices will stay the same, but the transcripts will come from different groups of people. Some of the transcripts may be much shorter or longer than others. Some of the descriptions may be hard to understand -- just take a guess if you are not sure.</p><p>You will get a bonus of <b>5 cents</b> for each image you get right! </p><p> <b>Note:</b> These descriptions came from real people and may contain inappropriate or offensive language. If you find a description inappropriate, please let us know via Prolific message or in the exit survey, so we can filter it out in the future.</p>",,,63802,,2,html-button-response,,,
3001,foobar,24908,True,C,,,,93ZvRh5AYPNeTJxjv,0.0-3.0-0.0,9,[],C,,,"[{'role': 'speaker', 'text': 'both arms up in the air', 'playerId': 'dTAmMQ6Zw5AbRzRiT'}, {'role': 'speaker', 'text': 'diamond head', 'playerId': 'dTAmMQ6Zw5AbRzRiT'}, {'role': 'speaker', 'text': 'slanted body', 'playerId': 'dTAmMQ6Zw5AbRzRiT'}, {'role': 'listener', 'text': 'kind of like a bird', 'playerId': 'EigvT8eA8dqhuxwk6'}, {'role': 'listener', 'text': 'leaning to left', 'playerId': 'eJA6FpeTKabMYR8rb'}, {'role': 'speaker', 'text': 'leaning to the left', 'playerId': 'dTAmMQ6Zw5AbRzRiT'}, {'role': 'listener', 'text': 'open arms', 'playerId': 'dyTDDFiSuSCvwZD9b'}, {'role': 'listener', 'text': 'no legs right', 'playerId': '5a7w57CMsYw6nbJgN'}, {'role': 'speaker', 'text': 'no legs', 'playerId': 'dTAmMQ6Zw5AbRzRiT'}]",88713,,3,spr-buttons,selection,[],
3001,foobar,,,,,,,,0.0-3.0-1.0,,[],,,,,89635,,4,spr-buttons,feedback,[],
3001,foobar,16400,False,E,,,,22dyGMRgestp8u5Lc,0.0-3.0-0.1,0,[],G,,,"[{'role': 'speaker', 'text': 'bunny ears', 'playerId': 'aSeEmufWmsbLn7YEQ'}]",106037,,5,spr-buttons,selection,[],
3001,foobar,,,,,,,,0.0-3.0-1.1,,[],,,,,106943,,6,spr-buttons,feedback,[],
3001,foobar,7765,True,A,,,,5wn4MiopXyfXuTxG9,0.0-3.0-0.2,10,[],A,,,"[{'role': 'speaker', 'text': 'this figure looks like it is walking', 'playerId': 'HJoHFMvp6qPSD2pXk'}]",114708,,7,spr-buttons,selection,[],
3001,foobar,,,,,,,,0.0-3.0-1.2,,[],,,,,115628,,8,spr-buttons,feedback,[],
3001,foobar,47244,False,G,,,,3NRHD2hCEgJ74Q4b2,0.0-3.0-0.3,3,[],E,,,"[{'role': 'speaker', 'text': ""X' shaped with a square head on the left side, 2 triangles on the right side one at the top and the other and the bottom"", 'playerId': 'FPvYQcmkbsKdx9sqz'}]",162872,,9,spr-buttons,selection,[],
3001,foobar,,,,,,,,0.0-3.0-1.3,,[],,,,,163782,,10,spr-buttons,feedback,[],
